Class	Helper Method Name	Total Number of Calls	Total Number of Distinct Test-Case Callers	Total Number of Multi-called Test Cases
com.google.gson.functional.ParameterizedTypesTest$ObjectWithTypeVariables	java.lang.String getExpectedJson()	6	6	null
com.google.gson.functional.StreamingTypeAdaptersTest	void usePersonNameAdapter()	2	2	null
com.google.gson.GsonTypeAdapterTest	void assertSerialized(java.lang.String,java.lang.Class,boolean,boolean,java.lang.Object)	8	1	1
com.google.gson.internal.LinkedTreeMapTest	void assertIterationOrder(java.lang.Iterable,java.lang.Object[])	4	3	1
com.google.gson.internal.LinkedHashTreeMapTest	void assertAvlWalker(com.google.gson.internal.LinkedHashTreeMap$Node,java.lang.String[])	5	1	1
com.google.gson.internal.LinkedHashTreeMapTest	void assertAvlBuilder(int,java.lang.String)	18	1	1
com.google.gson.internal.LinkedHashTreeMapTest	com.google.gson.internal.LinkedHashTreeMap$Node node(java.lang.String)	16	3	3
com.google.gson.internal.LinkedHashTreeMapTest	com.google.gson.internal.LinkedHashTreeMap$Node node(com.google.gson.internal.LinkedHashTreeMap$Node,java.lang.String,com.google.gson.internal.LinkedHashTreeMap$Node)	17	3	2
com.google.gson.internal.LinkedHashTreeMapTest	void assertTree(java.lang.String,com.google.gson.internal.LinkedHashTreeMap$Node)	3	2	1
com.google.gson.internal.LinkedHashTreeMapTest	void assertIterationOrder(java.lang.Iterable,java.lang.Object[])	4	3	1
com.google.gson.internal.GsonTypesTest	java.lang.reflect.Type getFirstTypeArgument(java.lang.reflect.Type)	5	2	2
